log_id,employee_code,employee_name,department,method,action,device_id,device_name,check_time,location,gps_lat,gps_lng,confidence
"LOG-3-0082","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/03/2026 07:48:49","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0083","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/03/2026 07:48:57","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0084","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/03/2026 07:57:23","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0085","EMP-2008","Bùi Thị H 8","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","05/03/2026 08:00:22","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0086","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/03/2026 08:01:20","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0087","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/03/2026 08:06:18","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0088","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/03/2026 08:08:06","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0089","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/03/2026 17:18:12","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0090","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/03/2026 17:19:53","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0091","EMP-2008","Bùi Thị H 8","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","05/03/2026 17:27:30","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0092","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/03/2026 17:40:58","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0093","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/03/2026 17:47:48","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0094","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/03/2026 17:54:56","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0095","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/03/2026 18:00:28","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0096","EMP-2014","Huỳnh Thị O 14","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","05/03/2026 18:04:32","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0097","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/03/2026 18:04:46","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0098","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/03/2026 18:18:05","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0099","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/03/2026 18:23:02","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0100","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/03/2026 18:51:45","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0101","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/03/2026 07:18:03","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0102","EMP-2002","Trần Thị B 2","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","06/03/2026 07:22:22","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0103","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/03/2026 07:26:39","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0104","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/03/2026 07:31:39","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0105","EMP-2013","Hồ Văn N 13","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","06/03/2026 07:37:09","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0106","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/03/2026 07:38:45","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0107","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/03/2026 07:53:09","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0108","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/03/2026 07:55:28","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0109","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/03/2026 07:58:47","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0110","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/03/2026 08:10:07","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0111","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/03/2026 08:11:21","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0112","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/03/2026 08:13:43","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0113","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/03/2026 17:22:04","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0114","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/03/2026 17:22:27","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0115","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/03/2026 17:41:33","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0116","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/03/2026 17:46:43","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0117","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/03/2026 17:50:28","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0118","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/03/2026 18:15:01","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0119","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/03/2026 18:15:55","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0120","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/03/2026 18:51:08","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0121","EMP-2013","Hồ Văn N 13","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","06/03/2026 18:52:25","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0122","EMP-2002","Trần Thị B 2","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","06/03/2026 18:52:40","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0123","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/03/2026 18:57:18","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0124","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/03/2026 18:57:29","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-3-0125","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","07/03/2026 07:42:28","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0126","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","07/03/2026 07:51:53","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-3-0127","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","07/03/2026 08:01:13","Văn phòng chính","10.7626","106.6601","0.99"
