log_id,employee_code,employee_name,department,method,action,device_id,device_name,check_time,location,gps_lat,gps_lng,confidence
"LOG-1-0016","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","01/01/2026 18:30:56","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0017","EMP-2010","Lý Thị K 10","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","01/01/2026 18:31:14","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0018","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","01/01/2026 18:32:01","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0019","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","01/01/2026 18:44:43","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0020","EMP-2003","Lê Văn C 3","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","01/01/2026 18:57:19","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0021","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","02/01/2026 07:15:06","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0022","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","02/01/2026 07:15:31","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0023","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","02/01/2026 07:17:42","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0024","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","02/01/2026 07:20:34","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0025","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","02/01/2026 07:22:35","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0026","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","02/01/2026 07:25:08","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0027","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","02/01/2026 07:33:17","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0028","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","02/01/2026 07:46:12","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0029","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","02/01/2026 07:52:38","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0030","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","02/01/2026 07:58:22","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0031","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","02/01/2026 08:00:30","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0032","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","02/01/2026 08:05:10","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0033","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","02/01/2026 17:05:29","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0034","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","02/01/2026 17:12:12","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0035","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","02/01/2026 17:13:57","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0036","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","02/01/2026 17:16:09","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0037","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","02/01/2026 17:24:11","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0038","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","02/01/2026 17:39:09","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0039","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","02/01/2026 17:46:57","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0040","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","02/01/2026 17:46:57","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0041","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","02/01/2026 17:58:50","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0042","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","02/01/2026 18:09:41","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0043","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","02/01/2026 18:15:32","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0044","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","02/01/2026 18:25:37","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0045","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","03/01/2026 07:40:18","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0046","EMP-2015","Dương Văn P 15","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","03/01/2026 08:09:18","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0047","EMP-2015","Dương Văn P 15","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","03/01/2026 17:16:59","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0048","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","03/01/2026 17:58:21","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0049","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","04/01/2026 07:21:26","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0050","EMP-2010","Lý Thị K 10","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","04/01/2026 07:31:49","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0051","EMP-2015","Dương Văn P 15","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","04/01/2026 07:52:26","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0052","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","04/01/2026 08:01:57","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0053","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","04/01/2026 17:33:05","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0054","EMP-2015","Dương Văn P 15","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","04/01/2026 17:36:04","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0055","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","04/01/2026 18:14:07","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0056","EMP-2010","Lý Thị K 10","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","04/01/2026 18:21:50","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0057","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/01/2026 07:18:58","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0058","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/01/2026 07:25:28","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0059","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/01/2026 07:27:30","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0060","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/01/2026 07:38:47","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0061","EMP-2003","Lê Văn C 3","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","05/01/2026 07:40:07","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0062","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/01/2026 07:49:55","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0063","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/01/2026 07:51:14","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0064","EMP-2014","Huỳnh Thị O 14","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","05/01/2026 07:51:23","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0065","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/01/2026 07:53:56","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0066","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/01/2026 08:03:09","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0067","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/01/2026 08:09:43","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0068","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","05/01/2026 08:14:01","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0069","EMP-2014","Huỳnh Thị O 14","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","05/01/2026 17:14:15","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0070","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/01/2026 17:24:41","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0071","EMP-2003","Lê Văn C 3","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","05/01/2026 17:29:41","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0072","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/01/2026 17:40:10","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0073","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/01/2026 17:41:23","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0074","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/01/2026 17:47:25","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0075","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/01/2026 17:53:58","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0076","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/01/2026 18:08:39","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0077","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/01/2026 18:17:06","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0078","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/01/2026 18:37:31","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0079","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/01/2026 18:38:49","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0080","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","05/01/2026 18:55:17","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0081","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/01/2026 07:23:37","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0082","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/01/2026 07:23:58","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0083","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/01/2026 07:27:53","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0084","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/01/2026 07:29:50","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0085","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/01/2026 07:38:33","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0086","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/01/2026 07:56:12","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0087","EMP-2007","Đặng Văn G 7","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","06/01/2026 07:56:15","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0088","EMP-2003","Lê Văn C 3","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","06/01/2026 08:01:13","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0089","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/01/2026 08:05:23","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0090","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/01/2026 08:08:36","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0091","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","06/01/2026 08:08:44","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0092","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/01/2026 17:10:51","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0093","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/01/2026 17:34:32","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0094","EMP-2003","Lê Văn C 3","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","06/01/2026 17:42:33","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0095","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/01/2026 17:53:26","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0096","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/01/2026 18:00:59","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0097","EMP-2007","Đặng Văn G 7","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","06/01/2026 18:04:04","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0098","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/01/2026 18:16:05","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0099","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/01/2026 18:17:32","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0100","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/01/2026 18:23:27","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0101","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/01/2026 18:26:43","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0102","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","06/01/2026 18:52:33","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0103","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","07/01/2026 07:16:36","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0104","EMP-2008","Bùi Thị H 8","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","07/01/2026 07:18:50","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0105","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","07/01/2026 07:29:24","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0106","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","07/01/2026 07:47:43","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0107","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","07/01/2026 07:47:48","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0108","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","07/01/2026 07:50:03","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0109","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","07/01/2026 07:53:25","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0110","EMP-2003","Lê Văn C 3","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","07/01/2026 07:56:30","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0111","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","07/01/2026 08:06:33","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0112","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","07/01/2026 08:09:39","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0113","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","07/01/2026 08:11:41","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0114","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","07/01/2026 08:11:52","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0115","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","07/01/2026 17:07:30","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0116","EMP-2008","Bùi Thị H 8","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","07/01/2026 17:26:27","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0117","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","07/01/2026 17:28:52","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0118","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","07/01/2026 17:59:47","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0119","EMP-2003","Lê Văn C 3","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","07/01/2026 18:03:36","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0120","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","07/01/2026 18:05:23","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0121","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","07/01/2026 18:05:39","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0122","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","07/01/2026 18:09:11","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0123","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","07/01/2026 18:17:35","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0124","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","07/01/2026 18:33:18","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0125","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","07/01/2026 18:41:32","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0126","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","07/01/2026 18:58:46","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0127","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","08/01/2026 07:20:05","Văn phòng chính","10.7626","106.6601","0.99"
